X1_sin_ct; X2_01;-1.50;0.02;
-1.50;-0.01;-0.00;0.00;-0.04;-1.50;-0.00;-1.51;-0.01;
50;0.01;-1.50;0.02;
-1.51;0.01;-0.01;0.00;-0.01;-1.50;0.01;-1.50;0.02;
-1.50;-0.01;-0.00;0.00;-0.04;-1.50;-0.00;-1.51;-0.01;
X1_sin_ct; X2_sin_ct;X3_sin_ct; X4_sin_ct;X5_sin_ct;Ref_sin_ct;U_sin_ct;V1_sin_ct;V2_sin_ct
Volt [V];Volt [V];Volt [V];Volt [V];Volt [V];Volt [V];Volt [V];Volt [V];Volt [V];
0.00;0.00;0.00;0.00;0.00;-1.50;-0.81;-0.26;0.58;
-1.11;1.24;-0.01;0.02;1.27;-1.50;0.59;-1.48;1.18;
-2.93;0.92;-0.02;0.10;2.50;-1.50;1.29;-2.47;0.77;
-2.07;-1.22;-0.01;0.15;-1.56;-1.50;-0.63;-2.50;-0.73;
-1.86;-0.18;-0.02;0.07;-0.58;-1.50;0.02;-2.08;-0.03;
-2.07;-0.02;-0.03;0.05;-0.08;-1.50;0.27;-2.07;-0.02;
-1.85;-0.36;-0.03;0.03;-0.49;-1.50;-0.05;-1.86;-0.33;
-1.49;-0.29;-0.03;0.00;-0.61;-1.50;-0.17;-1.49;-0.28;
-1.30;-0.05;-0.03;-0.03;-0.42;-1.50;-0.09;-1.29;-0.07;
-1.33;0.12;-0.03;-0.04;-0.06;-1.50;0.05;-1.28;0.05;
-1.37;0.08;-0.03;-0.04;0.09;-1.50;0.04;-1.28;-0.03;
-1.30;0.01;-0.02;-0.03;0.01;-1.50;-0.05;-1.22;-0.08;
-1.23;0.06;-0.02;-0.03;-0.05;-1.50;-0.06;-1.18;-0.00;
-1.26;0.12;-0.02;-0.03;-0.03;-1.50;-0.00;-1.21;0.08;
-1.35;0.14;-0.02;-0.02;0.03;-1.50;0.05;-1.30;0.08;
-1.41;0.07;-0.02;-0.02;0.04;-1.50;0.03;-1.35;-0.00;
-1.38;0.02;-0.01;-0.02;-0.04;-1.50;-0.02;-1.34;-0.04;
-1.35;0.03;-0.01;-0.02;-0.06;-1.50;-0.03;-1.30;0.00;
-1.34;0.06;-0.01;-0.02;-0.07;-1.50;-0.02;-1.32;0.04;
-1.40;0.10;-0.01;-0.02;0.05;-1.50;0.04;-1.38;0.05;
-1.46;0.06;-0.01;-0.01;0.12;-1.50;0.04;-1.42;0.02;
-1.45;0.01;-0.01;-0.01;0.07;-1.50;-0.01;-1.42;-0.02;
-1.41;0.00;-0.01;-0.00;-0.01;-1.50;-0.03;-1.40;-0.02;
-1.41;0.04;-0.01;-0.01;-0.05;-1.50;-0.01;-1.40;0.02;
-1.44;0.05;-0.01;-0.01;-0.06;-1.50;0.01;-1.43;0.02;
-1.48;0.04;-0.01;-0.01;-0.01;-1.50;0.03;-1.46;0.01;
-1.48;0.00;-0.01;-0.01;-0.01;-1.50;0.00;-1.44;-0.02;
-1.41;-0.03;-0.00;-0.01;-0.10;-1.50;-0.05;-1.41;-0.03;
-1.42;0.05;-0.00;-0.01;0.01;-1.50;0.00;-1.41;0.03;
-1.47;0.06;-0.00;-0.01;0.09;-1.50;0.03;-1.46;0.04;
-1.50;0.02;-0.00;-0.00;0.11;-1.50;0.02;-1.48;0.01;
-1.48;-0.01;-0.00;0.00;0.03;-1.50;-0.02;-1.47;-0.01;
-1.46;0.00;-0.00;0.00;-0.02;-1.50;-0.02;-1.47;0.00;
-1.49;0.03;-0.00;0.00;-0.01;-1.50;0.02;-1.48;0.02;
-1.50;0.01;-0.00;-0.00;-0.04;-1.50;0.01;-1.51;0.01;
-1.52;0.01;-0.00;-0.00;0.01;-1.50;0.02;-1.53;0.03;
-1.53;-0.00;-0.00;-0.00;0.06;-1.50;0.02;-1.53;-0.00;
-1.51;-0.03;-0.00;0.00;0.04;-1.50;-0.01;-1.51;-0.03;
-1.49;-0.02;-0.00;0.00;-0.01;-1.50;-0.02;-1.48;-0.03;
-1.47;0.00;-0.00;0.00;-0.05;-1.50;-0.01;-1.47;0.01;
-1.48;0.01;-0.00;-0.00;-0.08;-1.50;-0.00;-1.48;0.04;
-1.50;0.02;-0.00;-0.00;-0.03;-1.50;0.02;-1.51;0.03;
-1.54;0.02;-0.00;-0.00;0.09;-1.50;0.04;-1.54;-0.00;
-1.54;-0.02;-0.00;0.00;0.10;-1.50;0.01;-1.52;-0.03;
-1.47;-0.05;-0.00;0.00;-0.03;-1.50;-0.05;-1.48;-0.02;
-1.47;0.02;-0.00;0.00;-0.01;-1.50;-0.00;-1.48;0.02;
-1.51;0.03;-0.00;0.00;0.01;-1.50;0.03;-1.50;0.01;
-1.51;-0.01;-0.00;0.00;-0.06;-1.50;0.00;-1.51;-0.01;
-1.50;-0.01;-0.00;-0.00;-0.05;-1.50;0.00;-1.52;0.01;
-1.53;0.01;-0.00;-0.00;0.06;-1.50;0.03;-1.52;0.02;
-1.52;-0.02;-0.00;0.00;0.04;-1.50;-0.00;-1.50;-0.04;
-1.47;-0.03;-0.00;0.00;-0.04;-1.50;-0.03;-1.46;-0.05;
-1.45;0.01;-0.00;-0.00;-0.06;-1.50;-0.02;-1.45;0.01;
-1.48;0.04;-0.00;-0.00;-0.01;-1.50;0.02;-1.48;0.06;
-1.52;0.02;-0.00;-0.00;0.02;-1.50;0.03;-1.52;0.03;
-1.54;0.00;-0.00;-0.00;0.08;-1.50;0.02;-1.54;-0.00;
-1.52;-0.02;-0.00;0.00;0.07;-1.50;-0.00;-1.53;-0.03;
-1.51;-0.02;-0.00;0.01;0.03;-1.50;-0.01;-1.50;-0.01;
-1.49;-0.01;-0.00;0.01;-0.05;-1.50;-0.02;-1.50;0.02;
-1.52;0.03;-0.00;0.00;-0.00;-1.50;0.03;-1.53;0.03;
-1.55;0.00;-0.00;0.00;0.00;-1.50;0.03;-1.56;0.00;
-1.55;-0.02;-0.00;0.00;0.02;-1.50;0.02;-1.57;-0.01;
-1.55;-0.02;-0.01;0.00;0.06;-1.50;0.01;-1.55;-0.01;
-1.52;-0.04;-0.01;0.01;0.00;-1.50;-0.01;-1.51;-0.04;
-1.46;-0.03;-0.00;0.00;-0.12;-1.50;-0.04;-1.47;-0.03;
-1.47;0.02;-0.00;-0.00;-0.09;-1.50;0.00;-1.48;0.03;
-1.52;0.04;-0.01;-0.00;0.01;-1.50;0.05;-1.52;0.04;
-1.53;-0.01;-0.01;-0.00;0.04;-1.50;0.02;-1.53;0.00;
-1.51;-0.03;-0.01;-0.00;0.05;-1.50;-0.00;-1.51;-0.03;
-1.49;-0.01;-0.01;0.00;0.05;-1.50;-0.01;-1.48;-0.04;
-1.47;-0.01;-0.00;0.00;-0.02;-1.50;-0.02;-1.45;-0.02;
-1.43;-0.00;-0.00;-0.00;-0.15;-1.50;-0.03;-1.43;0.01;
-1.46;0.04;-0.00;-0.01;-0.10;-1.50;0.02;-1.47;0.05;
-1.54;0.05;-0.00;-0.01;0.08;-1.50;0.07;-1.52;0.02;
-1.52;-0.03;-0.00;-0.00;0.04;-1.50;-0.00;-1.51;-0.05;
-1.46;-0.03;-0.00;-0.00;0.01;-1.50;-0.04;-1.44;-0.04;
-1.42;-0.00;-0.00;-0.00;-0.05;-1.50;-0.04;-1.41;-0.00;
-1.43;0.04;-0.00;-0.00;-0.06;-1.50;-0.00;-1.43;0.03;
-1.50;0.07;-0.00;-0.01;0.05;-1.50;0.06;-1.49;0.05;
-1.52;-0.01;-0.00;-0.00;0.02;-1.50;0.01;-1.51;-0.01;
-1.49;-0.02;-0.00;-0.00;-0.01;-1.50;-0.02;-1.47;-0.03;
-1.45;-0.01;-0.00;-0.00;-0.04;-1.50;-0.03;-1.44;-0.02;
-1.45;0.03;-0.00;-0.00;-0.02;-1.50;-0.00;-1.46;0.03;
-1.51;0.05;-0.00;-0.00;0.09;-1.50;0.04;-1.51;0.05;
-1.53;-0.00;-0.00;0.00;0.07;-1.50;0.01;-1.53;0.01;
-1.52;-0.02;-0.00;0.00;0.04;-1.50;-0.01;-1.52;-0.02;
-1.51;-0.01;-0.00;0.01;0.01;-1.50;-0.01;-1.49;-0.03;
-1.47;-0.02;-0.00;0.00;-0.11;-1.50;-0.03;-1.47;-0.01;
-1.48;0.02;-0.00;-0.00;-0.09;-1.50;0.00;-1.48;0.05;
-1.52;0.03;-0.00;-0.00;-0.00;-1.50;0.03;-1.53;0.04;
-1.55;0.01;-0.00;-0.00;0.11;-1.50;0.04;-1.54;-0.02;
-1.51;-0.05;-0.00;0.00;0.04;-1.50;-0.02;-1.51;-0.05;
-1.46;-0.03;-0.00;0.00;-0.01;-1.50;-0.04;-1.46;-0.01;
-1.46;0.02;-0.00;0.00;-0.03;-1.50;-0.01;-1.46;0.03;
-1.50;0.03;-0.00;-0.00;-0.03;-1.50;0.02;-1.49;0.02;
-1.51;0.01;-0.00;-0.00;-0.03;-1.50;0.02;-1.52;-0.00;
-1.52;-0.00;-0.00;-0.00;0.01;-1.50;0.01;-1.51;-0.01;
-1.49;-0.02;-0.00;-0.00;-0.01;-1.50;-0.01;-1.49;-0.02;
-1.47;-0.01;-0.00;-0.00;-0.01;-1.50;-0.02;-1.47;-0.01;
-1.48;0.02;-0.00;-0.00;0.01;-1.50;0.00;-1.48;0.01;
-1.50;0.02;-0.00;-0.00;0.05;-1.50;0.02;-1.50;0.02;
-1.51;-0.00;-0.00;0.00;0.01;-1.50;0.00;-1.52;0.02;
-1.52;0.01;-0.00;0.00;0.05;-1.50;0.02;-1.53;0.02;
-1.53;-0.01;-0.00;0.00;0.03;-1.50;0.00;-1.52;-0.02;
-1.50;-0.02;-0.00;0.00;-0.04;-1.50;-0.02;-1.51;-0.02;
-1.50;0.00;-0.00;0.00;-0.03;-1.50;0.00;-1.51;0.02;
-1.53;0.02;-0.00;0.00;0.02;-1.50;0.03;-1.53;0.03;
-1.52;-0.02;-0.00;0.00;-0.00;-1.50;0.00;-1.54;0.01;
-1.54;-0.00;-0.00;0.00;0.07;-1.50;0.02;-1.55;-0.00;
-1.54;-0.02;-0.00;0.01;0.07;-1.50;0.01;-1.54;-0.03;
-1.51;-0.03;-0.00;0.01;-0.03;-1.50;-0.02;-1.51;-0.01;
-1.49;-0.00;-0.00;0.00;-0.06;-1.50;-0.01;-1.51;0.02;
-1.52;0.02;-0.00;0.00;-0.01;-1.50;0.03;-1.53;0.01;
-1.54;-0.01;-0.00;0.00;-0.01;-1.50;0.02;-1.53;-0.02;
-1.50;-0.03;-0.00;-0.00;-0.06;-1.50;-0.02;-1.51;-0.03;
-1.49;0.00;-0.00;-0.00;0.00;-1.50;0.00;-1.50;0.01;
-1.51;0.01;-0.00;-0.00;0.05;-1.50;0.02;-1.49;0.01;
-1.48;-0.02;-0.00;0.00;-0.02;-1.50;-0.02;-1.49;-0.02;
-1.49;0.02;-0.00;-0.00;0.02;-1.50;0.01;-1.48;0.00;
-1.49;0.00;-0.00;-0.00;-0.02;-1.50;0.00;-1.49;0.02;
-1.50;0.01;-0.00;-0.00;-0.01;-1.50;0.01;-1.51;0.03;
