X1 (Obs State 1);X2 (Obs State 2);Ref;U (action control);V1 (Real State 1);V2 (Real State 2)
Volt [V];Volt [V];Volt [V];Volt [V];Volt [V];Volt [V];
-1.57;-0.01;-1.50;0.03;-1.60;0.01;
-1.58;-0.03;-1.50;0.02;-1.60;-0.02;
-1.56;-0.04;-1.50;0.00;-1.57;-0.03;
-1.52;-0.04;-1.50;-0.02;-1.52;-0.03;
-1.49;-0.02;-1.50;-0.02;-1.51;0.00;
-1.51;0.02;-1.50;0.01;-1.52;0.04;
-1.53;0.01;-1.50;0.02;-1.54;0.03;
-1.53;-0.01;-1.50;0.01;-1.54;0.01;
-1.52;-0.02;-1.50;0.00;-1.54;0.01;
-1.53;-0.01;-1.50;0.01;-1.55;0.01;
-1.54;-0.01;-1.50;0.02;-1.56;0.02;
-1.55;-0.01;-1.50;0.02;-1.57;-0.00;
-1.55;-0.02;-1.50;0.01;-1.56;-0.02;
-1.52;-0.03;-1.50;-0.01;-1.54;-0.04;
-1.51;-0.01;-1.50;-0.00;-1.50;-0.03;
-1.49;-0.01;-1.50;-0.01;-1.48;-0.03;
-1.47;-0.00;-1.50;-0.02;-1.47;-0.00;
-1.49;0.02;-1.50;0.00;-1.50;0.03;
-1.53;0.02;-1.50;0.03;-1.55;0.04;
-1.57;0.00;-1.50;0.04;-1.58;0.01;
-1.56;-0.03;-1.50;0.01;-1.57;-0.03;
-1.53;-0.04;-1.50;-0.01;-1.53;-0.04;
-1.49;-0.03;-1.50;-0.02;-1.49;-0.01;
-1.48;0.01;-1.50;-0.01;-1.49;0.02;
-1.50;0.02;-1.50;0.01;-1.51;0.03;
-1.52;0.01;-1.50;0.02;-1.52;0.01;
-1.52;-0.01;-1.50;0.00;-1.51;-0.01;
-1.49;-0.02;-1.50;-0.01;-1.50;-0.00;
-1.49;0.00;-1.50;0.00;-1.52;0.02;
-1.53;0.02;-1.50;0.03;-1.55;0.03;
-1.55;-0.01;-1.50;0.03;-1.57;0.01;
-1.55;-0.03;-1.50;0.01;-1.58;-0.01;
-1.55;-0.02;-1.50;0.01;-1.57;-0.03;
-1.54;-0.03;-1.50;0.00;-1.54;-0.04;
-1.51;-0.03;-1.50;-0.02;-1.51;-0.04;
-1.49;-0.01;-1.50;-0.01;-1.50;-0.00;
-1.50;0.01;-1.50;0.01;-1.52;0.03;
-1.54;0.02;-1.50;0.03;-1.56;0.04;
-1.57;-0.01;-1.50;0.03;-1.58;0.01;
-1.56;-0.04;-1.50;0.01;-1.57;-0.03;
-1.52;-0.04;-1.50;-0.01;-1.53;-0.02;
-1.49;-0.02;-1.50;-0.02;-1.51;0.01;
-1.50;0.01;-1.50;0.01;-1.53;0.04;
-1.54;0.02;-1.50;0.03;-1.56;0.04;
-1.56;-0.01;-1.50;0.03;-1.58;0.00;
-1.55;-0.04;-1.50;0.00;-1.57;-0.01;
-1.53;-0.03;-1.50;-0.00;-1.55;-0.01;
-1.53;-0.01;-1.50;0.01;-1.54;-0.01;
-1.52;-0.02;-1.50;0.00;-1.54;-0.00;
-1.52;-0.01;-1.50;0.01;-1.54;0.00;
-1.53;-0.00;0.50;1.10;-1.56;0.00;
-0.78;-1.30;0.50;-0.15;-0.89;-1.16;
0.50;-1.05;0.50;-0.69;0.37;-1.01;
1.09;-0.15;0.50;-0.42;1.11;-0.26;
1.00;0.33;0.50;-0.06;1.14;0.20;
0.75;0.32;0.50;0.07;0.85;0.29;
0.56;0.17;0.50;0.08;0.57;0.21;
0.42;0.07;0.50;0.09;0.38;0.13;
0.34;-0.01;0.50;0.08;0.27;0.05;
0.31;-0.06;0.50;0.06;0.27;-0.03;
0.37;-0.11;0.50;-0.00;0.34;-0.10;
0.46;-0.09;0.50;-0.04;0.45;-0.10;
0.52;-0.03;0.50;-0.03;0.52;-0.05;
0.54;0.01;0.50;-0.02;0.54;0.01;
0.52;0.03;0.50;0.01;0.51;0.04;
0.48;0.02;0.50;0.03;0.46;0.05;
0.44;0.00;0.50;0.03;0.41;0.04;
0.42;-0.02;0.50;0.03;0.40;0.01;
0.43;-0.04;0.50;0.01;0.42;-0.04;
0.47;-0.05;0.50;-0.02;0.48;-0.06;
0.53;-0.03;0.50;-0.04;0.54;-0.04;
0.55;0.01;0.50;-0.02;0.54;0.01;
0.51;0.04;0.50;0.02;0.50;0.04;
0.46;0.02;0.50;0.04;0.46;0.03;
0.45;-0.01;0.50;0.02;0.44;-0.00;
0.47;-0.03;0.50;-0.00;0.46;-0.01;
0.49;-0.02;0.50;-0.01;0.48;-0.00;
0.49;-0.01;0.50;-0.00;0.49;0.00;
0.49;-0.00;0.50;0.00;0.49;0.00;
0.50;-0.00;0.50;-0.00;0.49;0.00;
0.50;-0.00;0.50;0.00;0.48;0.00;
0.48;0.00;0.50;0.01;0.46;0.01;
0.46;-0.00;0.50;0.02;0.45;-0.00;
0.46;-0.02;0.50;0.01;0.45;-0.01;
0.48;-0.03;0.50;-0.01;0.48;-0.02;
0.50;-0.02;0.50;-0.01;0.51;-0.01;
0.52;-0.00;0.50;-0.01;0.51;0.02;
0.50;0.02;0.50;0.01;0.49;0.04;
0.47;0.02;0.50;0.03;0.44;0.04;
0.43;-0.00;0.50;0.03;0.40;0.02;
0.42;-0.02;0.50;0.03;0.39;-0.02;
0.43;-0.04;0.50;0.01;0.41;-0.03;
0.46;-0.04;0.50;-0.01;0.44;-0.02;
0.47;-0.02;0.50;0.00;0.45;-0.01;
0.47;-0.01;0.50;0.01;0.47;0.00;
0.48;-0.02;0.50;-0.01;0.48;-0.01;
0.50;-0.01;0.50;-0.01;0.50;-0.00;
0.51;-0.00;0.50;-0.01;0.51;-0.00;
0.51;0.00;0.50;-0.00;0.52;-0.00;
0.51;0.00;0.50;-0.00;0.52;-0.00;
0.51;0.00;0.50;-0.00;0.51;-0.00;
0.50;0.01;0.50;0.01;0.49;0.01;
0.48;0.01;0.50;0.02;0.46;0.02;
0.46;-0.01;0.50;0.02;0.44;0.01;
0.45;-0.01;0.50;0.02;0.44;0.00;
0.47;-0.03;0.50;0.00;0.46;-0.01;
0.49;-0.02;0.50;-0.01;0.48;-0.01;
0.50;-0.01;0.50;-0.00;0.49;-0.01;
0.50;-0.00;0.50;-0.00;0.50;-0.01;
0.50;-0.00;0.50;0.00;0.50;-0.00;
0.50;-0.00;0.50;0.00;0.49;0.00;
0.48;0.00;0.50;0.01;0.47;0.01;
0.46;0.00;0.50;0.02;0.46;0.00;
0.47;-0.02;0.50;0.01;0.46;-0.01;
0.49;-0.02;0.50;-0.01;0.47;0.00;
0.49;-0.01;0.50;0.00;0.48;0.01;
0.48;-0.00;0.50;0.01;0.48;0.01;
0.48;-0.01;0.50;0.00;0.46;0.01;
0.47;0.00;0.50;0.02;0.45;0.02;
0.45;-0.01;0.50;0.02;0.43;-0.00;
0.45;-0.02;0.50;0.01;0.43;-0.02;
0.46;-0.03;0.50;0.00;0.46;-0.03;
0.49;-0.03;0.50;-0.01;0.48;-0.02;
0.50;-0.01;0.50;-0.01;0.49;0.01;
0.48;0.01;0.50;0.02;0.47;0.02;
0.47;0.00;0.50;0.02;0.47;0.01;
0.48;-0.02;0.50;-0.00;0.47;-0.01;
0.49;-0.01;0.50;-0.00;0.49;-0.01;
0.50;-0.00;0.50;0.00;0.49;-0.01;
0.49;-0.00;0.50;0.00;0.49;-0.01;
0.49;-0.00;0.50;0.00;0.49;-0.00;
0.49;-0.00;0.50;0.01;0.47;0.01;
0.46;0.01;0.50;0.02;0.45;0.02;
0.45;-0.01;0.50;0.02;0.43;0.01;
0.45;-0.02;0.50;0.02;0.43;0.00;
0.46;-0.03;0.50;0.01;0.44;-0.01;
0.47;-0.03;0.50;-0.00;0.47;-0.01;
0.49;-0.02;0.50;-0.01;0.48;-0.01;
0.49;-0.00;0.50;0.00;0.49;-0.01;
0.49;-0.00;0.50;0.01;0.49;-0.00;
0.49;-0.01;0.50;0.00;0.48;-0.00;
0.48;0.00;0.50;0.01;0.46;0.01;
0.46;-0.00;0.50;0.02;0.45;-0.00;
0.46;-0.02;0.50;0.01;0.46;-0.01;
0.49;-0.03;0.50;-0.01;0.47;0.00;
0.49;-0.00;0.50;0.00;0.47;0.03;
0.47;0.01;0.50;0.02;0.44;0.04;
0.44;-0.01;0.50;0.03;0.42;0.02;
0.44;-0.02;0.50;0.02;0.41;-0.00;
0.45;-0.03;0.50;0.01;0.42;-0.02;
0.46;-0.03;0.50;0.00;0.44;-0.02;
0.47;-0.02;0.50;0.00;0.45;-0.02;
0.47;-0.01;0.50;0.01;0.46;-0.01;
0.47;-0.01;0.50;0.01;0.45;0.00;
0.47;-0.01;0.50;0.01;0.44;0.02;
0.46;-0.01;0.50;0.02;0.43;0.01;
0.45;-0.02;0.50;0.02;0.44;-0.00;
0.47;-0.03;0.50;-0.01;0.47;-0.02;
0.51;-0.03;0.50;-0.02;0.51;-0.02;
0.52;-0.00;0.50;-0.01;0.52;-0.00;
0.51;0.01;0.50;0.00;0.50;0.03;
0.48;0.02;0.50;0.02;0.46;0.02;
0.45;0.00;0.50;0.03;0.43;0.01;
0.44;-0.02;0.50;0.02;0.42;-0.02;
0.46;-0.04;0.50;0.00;0.45;-0.03;
0.49;-0.03;0.50;-0.02;0.48;-0.02;
0.50;-0.00;0.50;-0.01;0.49;0.01;
0.49;0.01;0.50;0.01;0.49;0.02;
0.48;-0.00;0.50;0.01;0.48;-0.00;
0.49;-0.01;0.50;-0.00;0.48;0.00;
0.49;-0.00;0.50;0.00;0.48;0.00;
0.48;0.00;0.50;0.01;0.46;0.00;
0.46;-0.00;0.50;0.02;0.46;-0.01;
0.47;-0.02;0.50;0.00;0.47;-0.02;
0.49;-0.02;0.50;-0.01;0.48;-0.01;
0.50;-0.01;0.50;-0.00;0.49;0.01;
0.49;-0.00;0.50;0.00;0.49;0.02;
0.49;0.00;0.50;0.01;0.48;0.02;
0.48;-0.01;0.50;0.00;0.46;0.02;
0.46;0.00;0.50;0.02;0.44;0.02;
0.45;-0.01;0.50;0.02;0.42;0.00;
0.44;-0.02;0.50;0.02;0.42;-0.02;
0.45;-0.03;0.50;0.00;0.44;-0.03;
0.47;-0.03;0.50;-0.00;0.46;-0.02;
0.49;-0.02;0.50;-0.01;0.48;-0.01;
0.49;-0.00;0.50;0.00;0.49;0.01;
0.49;-0.00;0.50;0.00;0.48;0.02;
0.48;0.00;0.50;0.01;0.48;0.02;
0.48;-0.01;0.50;0.01;0.46;0.02;
0.47;-0.00;0.50;0.02;0.44;0.02;
0.44;-0.00;0.50;0.03;0.42;0.00;
0.44;-0.03;0.50;0.01;0.42;-0.02;
0.46;-0.03;0.50;0.00;0.44;-0.03;
0.47;-0.02;0.50;0.00;0.46;-0.02;
0.49;-0.02;0.50;-0.00;0.48;-0.01;
0.49;-0.01;0.50;-0.00;0.48;0.00;
0.49;-0.00;0.50;0.01;0.48;0.02;
0.49;-0.01;0.50;0.00;0.48;0.02;
0.48;-0.01;0.50;0.01;0.46;0.02;
0.46;0.00;0.50;0.02;0.44;0.02;
0.44;-0.01;0.50;0.03;0.42;0.01;
0.44;-0.03;0.50;0.02;0.42;-0.02;
0.46;-0.04;0.50;-0.00;0.44;-0.03;
0.47;-0.02;0.50;0.00;0.46;-0.02;
0.48;-0.01;0.50;0.00;0.48;-0.01;
0.50;-0.02;0.50;-0.01;0.48;0.00;
0.49;0.00;0.50;0.01;0.48;0.01;
0.48;0.00;0.50;0.01;0.48;0.02;
0.48;-0.01;0.50;0.00;0.47;0.00;
0.48;-0.01;0.50;0.00;0.48;0.00;
0.49;-0.01;0.50;0.00;0.47;0.00;
0.48;-0.00;0.50;0.01;0.46;0.00;
0.46;-0.00;0.50;0.02;0.45;-0.01;
0.47;-0.02;0.50;0.00;0.46;-0.02;
0.49;-0.02;0.50;-0.01;0.48;-0.01;
0.49;-0.00;0.50;0.00;0.47;0.02;
0.47;0.01;0.50;0.02;0.45;0.04;
0.45;-0.01;0.50;0.02;0.43;0.02;
0.45;-0.02;0.50;0.01;0.43;0.00;
0.45;-0.02;0.50;0.01;0.44;-0.02;
0.47;-0.03;0.50;-0.00;0.47;-0.02;
0.49;-0.02;0.50;-0.01;0.48;-0.02;
0.49;0.00;0.50;0.01;0.47;0.01;
0.47;0.00;0.50;0.02;0.45;0.02;
0.45;-0.01;0.50;0.02;0.43;0.01;
0.44;-0.02;0.50;0.02;0.42;0.00;
0.45;-0.03;0.50;0.01;0.44;-0.01;
0.47;-0.04;0.50;-0.01;0.47;-0.02;
0.50;-0.02;0.50;-0.01;0.49;-0.00;
0.50;0.00;0.50;-0.00;0.48;0.02;
0.47;0.01;0.50;0.02;0.46;0.02;
0.45;-0.01;0.50;0.02;0.43;-0.03;
0.45;-0.02;0.50;0.01;0.43;-0.01;
0.46;-0.03;0.50;0.01;0.44;-0.02;
0.47;-0.02;0.50;0.00;0.46;-0.01;
0.48;-0.02;0.50;-0.00;0.46;0.00;
0.48;-0.00;0.50;0.01;0.47;0.01;
0.47;-0.01;0.50;0.01;0.47;-0.01;
0.49;-0.02;0.50;-0.00;0.48;-0.00;
0.50;-0.01;0.50;-0.00;0.49;-0.00;
0.49;0.00;0.50;0.01;0.49;-0.00;
0.49;-0.00;0.50;0.00;0.47;0.00;
0.47;0.00;0.50;0.01;0.46;0.01;
0.46;-0.01;0.50;0.02;0.44;0.00;
0.46;-0.02;0.50;0.01;0.45;-0.01;
0.47;-0.03;0.50;-0.00;0.47;-0.01;
0.50;-0.02;0.50;-0.02;0.50;-0.01;
0.51;-0.00;0.50;-0.01;0.51;0.01;
0.50;0.01;0.50;0.01;0.49;0.01;
0.48;0.01;0.50;0.02;0.47;0.02;
0.47;-0.01;-1.50;-1.07;0.46;-0.00;
-0.30;1.27;-1.50;0.18;-0.19;1.13;
-1.54;0.99;-1.50;0.67;-1.42;0.95;
-2.09;0.13;-1.50;0.40;-2.12;0.24;
-2.00;-0.33;-1.50;0.06;-2.16;-0.18;
-1.79;-0.30;-1.50;-0.04;-1.91;-0.25;
-1.63;-0.17;-1.50;-0.04;-1.65;-0.20;
-1.49;-0.11;-1.50;-0.08;-1.46;-0.14;
-1.38;-0.03;-1.50;-0.09;-1.35;-0.05;
-1.36;0.05;-1.50;-0.04;-1.34;0.05;
-1.42;0.09;-1.50;0.02;-1.41;0.10;
-1.50;0.06;-1.50;0.04;-1.51;0.09;
-1.56;0.02;-1.50;0.04;-1.57;0.05;
-1.57;-0.02;-1.50;0.02;-1.60;0.01;
-1.56;-0.03;-1.50;0.01;-1.59;-0.01;
-1.55;-0.03;-1.50;0.00;-1.56;-0.03;
-1.52;-0.03;-1.50;-0.01;-1.54;-0.03;
-1.51;-0.01;-1.50;-0.00;-1.51;-0.02;
-1.50;-0.01;-1.50;-0.01;-1.50;-0.02;
-1.49;-0.00;-1.50;-0.01;-1.49;-0.02;
-1.50;0.01;-1.50;0.00;-1.49;-0.01;
-1.49;-0.00;-1.50;-0.01;-1.50;0.00;
-1.50;0.01;-1.50;0.01;-1.52;0.01;
-1.53;0.01;-1.50;0.02;-1.53;0.02;
-1.53;-0.01;-1.50;0.01;-1.55;0.01;
-1.54;-0.01;-1.50;0.02;-1.57;0.02;
-1.56;-0.01;-1.50;0.02;-1.57;0.01;
-1.55;-0.03;-1.50;0.01;-1.56;-0.00;
-1.53;-0.03;-1.50;-0.00;-1.55;0.00;
-1.52;-0.01;-1.50;0.00;-1.54;0.01;
-1.53;-0.01;-1.50;0.01;-1.54;0.01;
-1.53;-0.01;-1.50;0.01;-1.55;0.01;
-1.54;-0.01;-1.50;0.01;-1.55;-0.01;
-1.53;-0.02;-1.50;-0.00;-1.54;-0.02;
-1.51;-0.02;-1.50;-0.00;-1.52;-0.02;
-1.50;-0.01;-1.50;-0.00;-1.50;-0.02;
-1.49;-0.00;-1.50;-0.01;-1.50;-0.01;
-1.50;0.00;-1.50;0.00;-1.50;-0.00;
-1.50;0.00;-1.50;0.00;-1.51;0.01;
-1.51;0.00;-1.50;0.01;-1.53;0.02;
-1.53;0.00;-1.50;0.02;-1.55;0.02;
-1.55;-0.01;-1.50;0.02;-1.57;0.01;
-1.55;-0.02;-1.50;0.01;-1.58;0.00;
-1.55;-0.02;-1.50;0.01;-1.56;-0.01;
-1.53;-0.03;-1.50;-0.01;-1.52;-0.02;
-1.49;-0.03;-1.50;-0.02;-1.49;-0.02;
-1.47;0.00;-1.50;-0.01;-1.47;0.00;
-1.48;0.01;-1.50;-0.00;-1.48;0.03;
-1.50;0.02;-1.50;0.01;-1.52;0.03;
-1.54;0.01;-1.50;0.03;-1.55;0.01;
-1.54;-0.01;-1.50;0.02;-1.56;-0.00;
-1.54;-0.02;-1.50;0.01;-1.56;-0.02;
-1.53;-0.02;-1.50;0.00;-1.54;-0.02;
-1.52;-0.02;-1.50;-0.00;-1.54;-0.01;
-1.53;-0.00;-1.50;0.01;-1.55;0.00;
-1.54;-0.01;-1.50;0.02;-1.55;-0.01;
-1.53;-0.02;-1.50;-0.00;-1.53;-0.02;
-1.50;-0.02;-1.50;-0.02;-1.51;-0.01;
-1.49;-0.00;-1.50;-0.00;-1.50;0.02;
-1.51;0.01;-1.50;0.01;-1.52;0.03;
-1.53;0.01;-1.50;0.02;-1.54;0.01;
-1.53;-0.02;-1.50;0.01;-1.53;0.00;
-1.50;-0.03;-1.50;-0.02;-1.52;0.00;
-1.50;0.00;-1.50;0.00;-1.53;0.03;
-1.54;0.01;-1.50;0.03;-1.55;0.03;
-1.55;-0.01;-1.50;0.02;-1.58;0.01;
-1.56;-0.02;-1.50;0.02;-1.59;-0.01;
-1.56;-0.03;-1.50;0.02;-1.58;-0.02;
-1.54;-0.04;-1.50;-0.00;-1.55;-0.04;
-1.52;-0.02;-1.50;-0.01;-1.52;-0.04;
-1.50;-0.01;-1.50;-0.01;-1.49;-0.03;
-1.48;-0.00;-1.50;-0.01;-1.49;0.01;
-1.49;0.01;-1.50;0.01;-1.50;0.01;
-1.52;0.01;-1.50;0.02;-1.52;0.02;
-1.53;-0.00;-1.50;0.01;-1.54;0.01;
-1.53;-0.01;-1.50;0.01;-1.54;0.00;
-1.53;-0.02;-1.50;0.00;-1.52;-0.01;
-1.50;-0.02;-1.50;-0.02;-1.50;-0.00;
-1.49;-0.00;-1.50;-0.01;-1.50;0.02;
-1.50;0.01;-1.50;0.01;-1.51;0.02;
-1.52;0.00;-1.50;0.01;-1.53;0.01;
-1.52;-0.01;-1.50;0.01;-1.52;-0.01;
-1.51;-0.02;-1.50;-0.01;-1.51;-0.01;
-1.50;-0.00;-1.50;-0.00;-1.51;-0.01;
-1.51;0.01;-1.50;0.01;-1.52;-0.00;
-1.52;-0.01;-1.50;0.01;-1.51;-0.02;
-1.50;-0.02;-1.50;-0.01;-1.51;-0.01;
-1.50;0.00;-1.50;0.00;-1.52;0.02;
-1.53;0.01;-1.50;0.03;-1.56;0.03;
-1.56;-0.00;-1.50;0.03;-1.59;0.02;
-1.57;-0.03;-1.50;0.02;-1.59;-0.02;
-1.55;-0.04;-1.50;-0.00;-1.56;-0.03;
-1.51;-0.03;-1.50;-0.01;-1.52;-0.02;
-1.50;-0.01;-1.50;-0.01;-1.51;0.01;
-1.50;0.01;-1.50;0.01;-1.51;0.02;
-1.52;0.00;-1.50;0.01;-1.53;0.02;
-1.53;-0.01;-1.50;0.01;-1.53;0.01;
-1.52;-0.01;-1.50;0.00;-1.52;-0.01;
-1.51;-0.01;-1.50;-0.01;-1.51;-0.01;
-1.50;-0.01;-1.50;-0.01;-1.50;-0.00;
-1.50;0.00;-1.50;0.00;-1.50;-0.00;
-1.51;0.01;-1.50;0.01;-1.51;0.00;
-1.51;-0.00;-1.50;0.00;-1.52;0.01;
-1.52;0.00;-1.50;0.01;-1.55;0.01;
-1.55;0.00;-1.50;0.03;-1.56;-0.00;
-1.55;-0.02;-1.50;0.01;-1.56;-0.02;
-1.52;-0.03;-1.50;-0.01;-1.54;-0.03;
-1.52;-0.01;-1.50;0.00;-1.52;-0.02;
-1.50;-0.01;-1.50;-0.01;-1.50;-0.01;
-1.49;-0.01;-1.50;-0.01;-1.49;-0.00;
-1.49;0.00;-1.50;-0.00;-1.49;0.01;
-1.50;0.01;-1.50;0.00;-1.50;0.02;
-1.50;0.00;-1.50;0.00;-1.52;0.03;
-1.52;0.01;-1.50;0.02;-1.54;0.03;
-1.54;-0.00;-1.50;0.02;-1.55;0.01;
-1.54;-0.02;-1.50;0.01;-1.56;-0.01;
-1.53;-0.02;-1.50;0.01;-1.55;-0.00;
-1.52;-0.02;-1.50;0.00;-1.55;0.00;
-1.53;-0.01;-1.50;0.01;-1.56;0.00;
-1.56;-0.00;-1.50;0.03;-1.56;-0.01;
-1.54;-0.03;-1.50;0.00;-1.55;-0.07;
-1.52;-0.03;-1.50;-0.01;-1.53;-0.02;
-1.51;-0.01;-1.50;0.00;-1.52;-0.01;
-1.52;-0.00;-1.50;0.01;-1.52;-0.01;
-1.51;-0.01;-1.50;-0.00;-1.52;0.01;
-1.52;-0.00;-1.50;0.01;-1.54;0.02;
-1.54;0.00;-1.50;0.02;-1.56;0.03;
-1.55;-0.01;-1.50;0.02;-1.57;0.02;
-1.55;-0.02;-1.50;0.01;-1.57;0.00;
-1.54;-0.03;-1.50;0.00;-1.55;-0.01;
-1.52;-0.02;-1.50;-0.01;-1.52;-0.01;
-1.50;-0.01;-1.50;-0.01;-1.50;-0.01;
-1.49;-0.00;-1.50;-0.00;-1.49;-0.00;
-1.49;0.00;-1.50;-0.00;-1.49;0.00;
-1.49;0.00;-1.50;-0.00;-1.49;0.00;
-1.50;0.01;-1.50;0.00;-1.50;0.00;
-1.51;0.01;-1.50;0.01;-1.53;0.01;
-1.53;0.00;-1.50;0.02;-1.55;0.02;
-1.54;-0.01;-1.50;0.02;-1.57;0.01;
-1.56;-0.01;-1.50;0.02;-1.58;-0.01;
-1.56;-0.02;-1.50;0.02;-1.57;-0.02;
-1.53;-0.04;-1.50;-0.01;-1.54;-0.03;
-1.50;-0.02;-1.50;-0.01;-1.50;-0.02;
-1.49;-0.00;-1.50;-0.01;-1.48;0.01;
-1.48;0.01;-1.50;-0.01;-1.49;0.02;
-1.50;0.01;-1.50;0.01;-1.50;0.02;
-1.51;0.00;-1.50;0.01;-1.51;0.03;
-1.51;-0.00;-1.50;0.01;-1.54;0.03;
-1.55;0.01;-1.50;0.03;-1.58;0.03;
-1.58;-0.01;-1.50;0.03;-1.59;-0.01;
-1.56;-0.04;-1.50;0.01;-1.57;-0.05;
-1.52;-0.04;-1.50;-0.02;-1.52;-0.04;
-1.49;-0.02;-1.50;-0.02;-1.50;-0.02;
-1.50;0.01;-1.50;0.01;-1.51;0.01;
-1.52;0.01;-1.50;0.02;-1.54;0.02;
-1.54;-0.00;-1.50;0.02;-1.56;0.01;
-1.55;-0.02;-1.50;0.02;-1.57;-0.01;
-1.54;-0.03;-1.50;0.01;-1.55;-0.02;
-1.52;-0.03;-1.50;-0.01;-1.54;-0.01;
-1.52;-0.01;-1.50;0.00;-1.53;-0.00;
-1.52;-0.01;-1.50;0.01;-1.53;0.01;
-1.52;-0.01;-1.50;0.01;-1.53;0.02;
-1.52;-0.01;-1.50;0.01;-1.55;0.03;
-1.54;-0.00;-1.50;0.02;-1.56;0.03;
-1.55;-0.01;-1.50;0.02;-1.58;0.02;
-1.56;-0.02;-1.50;0.02;-1.58;-0.00;
-1.55;-0.03;-1.50;0.01;-1.56;-0.02;
-1.52;-0.03;-1.50;-0.01;-1.54;-0.02;
-1.51;-0.01;-1.50;-0.00;-1.53;0.01;
-1.53;0.01;-1.50;0.02;-1.55;0.01;
-1.55;-0.00;-1.50;0.02;-1.56;-0.01;
-1.54;-0.03;-1.50;0.00;-1.55;-0.02;
-1.52;-0.02;-1.50;-0.00;-1.54;-0.02;
-1.52;-0.01;-1.50;0.00;-1.54;-0.01;
-1.53;-0.00;-1.50;0.02;-1.54;-0.00;
-1.53;-0.01;-1.50;0.01;-1.54;-0.01;
-1.52;-0.02;-1.50;0.00;-1.53;-0.01;
-1.52;-0.01;-1.50;0.00;-1.53;0.00;
-1.52;-0.01;-1.50;0.01;-1.54;0.01;
-1.53;-0.01;-1.50;0.01;-1.54;0.00;
-1.53;-0.01;-1.50;0.01;-1.54;0.01;
-1.53;-0.01;-1.50;0.01;-1.55;0.02;
-1.53;-0.01;-1.50;0.01;-1.56;0.03;
-1.55;-0.01;-1.50;0.02;-1.57;0.01;
-1.55;-0.02;-1.50;0.01;-1.56;-0.01;
-1.53;-0.03;-1.50;-0.01;-1.54;-0.03;
-1.51;-0.02;-1.50;-0.01;-1.50;-0.02;
-1.49;-0.01;-1.50;-0.01;-1.48;-0.02;
-1.47;0.00;-1.50;-0.01;-1.47;0.01;
-1.48;0.02;-1.50;0.00;-1.50;0.03;
-1.53;0.02;-1.50;0.03;-1.55;0.03;
-1.56;-0.00;-1.50;0.03;-1.58;-0.00;
-1.56;-0.03;-1.50;0.02;-1.57;-0.04;
-1.52;-0.05;-1.50;-0.02;-1.53;-0.05;
-1.49;-0.02;-1.50;-0.02;-1.49;-0.02;
-1.48;0.01;-1.50;-0.00;-1.49;0.01;
-1.50;0.01;-1.50;0.01;-1.51;0.03;
-1.52;0.01;-1.50;0.01;-1.53;0.03;
-1.53;-0.00;-1.50;0.02;-1.55;0.02;
-1.54;-0.01;-1.50;0.01;-1.55;0.01;
-1.53;-0.02;0.50;1.09;-1.54;-0.01;
-0.76;-1.30;0.50;-0.17;-0.87;-1.16;
0.52;-1.03;0.50;-0.69;0.41;-0.99;
1.11;-0.15;0.50;-0.42;1.15;-0.25;
1.03;0.34;0.50;-0.07;1.15;0.23;
0.74;0.35;0.50;0.09;0.83;0.30;
0.52;0.18;0.50;0.11;0.53;0.20;
0.39;0.05;0.50;0.09;0.34;0.11;
0.33;-0.03;0.50;0.07;0.27;0.01;
0.34;-0.08;0.50;0.03;0.31;-0.07;
0.42;-0.10;0.50;-0.02;0.41;-0.10;
0.51;-0.07;0.50;-0.05;0.52;-0.07;
0.57;-0.01;0.50;-0.04;0.57;-0.00;
0.55;0.04;0.50;-0.00;0.55;0.04;
0.51;0.04;0.50;0.02;0.50;0.04;
0.47;0.02;0.50;0.03;0.46;0.02;
0.45;-0.01;0.50;0.02;0.44;-0.02;
0.46;-0.02;0.50;0.01;0.45;-0.03;
0.48;-0.03;0.50;-0.01;0.47;-0.02;
0.50;-0.01;0.50;-0.01;0.48;-0.00;
0.49;0.00;0.50;0.01;0.49;0.01;
0.49;-0.01;0.50;0.00;0.48;0.02;
0.49;-0.00;0.50;0.00;0.47;0.02;
0.47;0.00;0.50;0.02;0.45;0.02;
0.45;-0.00;0.50;0.02;0.44;0.00;
0.45;-0.02;0.50;0.01;0.44;-0.02;
0.47;-0.03;0.50;-0.00;0.46;-0.04;
0.49;-0.02;0.50;-0.01;0.49;-0.03;
0.50;-0.01;0.50;-0.01;0.51;-0.01;
0.51;-0.00;0.50;-0.01;0.52;-0.01;
0.52;0.00;0.50;-0.01;0.52;0.01;
0.51;0.01;0.50;0.00;0.52;0.02;
0.51;0.00;0.50;-0.00;0.51;0.02;
0.50;0.01;0.50;0.00;0.49;0.02;
0.47;0.02;0.50;0.02;0.46;0.02;
0.46;-0.01;0.50;0.02;0.44;-0.00;
0.46;-0.02;0.50;0.01;0.44;-0.01;
0.46;-0.02;0.50;0.01;0.44;-0.00;
0.46;-0.02;0.50;0.01;0.43;0.01;
0.45;-0.02;0.50;0.02;0.43;-0.00;
0.46;-0.02;0.50;0.01;0.45;-0.01;
0.48;-0.03;0.50;-0.01;0.47;-0.00;
0.50;-0.02;0.50;-0.01;0.48;-0.00;
0.49;0.01;0.50;0.01;0.49;-0.00;
0.49;-0.01;0.50;-0.00;0.49;-0.00;
