X1_ct;X2_ct;X3_1.45;0.01;-0.00;-1.50;-0.02;-1.44;-0.01;
50;-0.02;-0.00;-1.50;-0.01;-1.49;-0.03;
-1.47;-0.02;-0.00;-1.50;-0.02;-1.46;-0.02;
-1.45;0.01;-0.00;-1.50;-0.02;-1.44;-0.01;
50;-0.02;-0.00;-1.50;-0.01;-1.49;-0.03;
-1.47;-0.02;-0.00;-1.50;-0.02;-1.46;-0.02;
-1.45;0.01;-0.00;-1.50;-0.02;-1.44;-0.01;
X1_ct;X2_ct;X3_ct;Ref_ct;U_ct;V1_ct;V2_ct
0.00;0.00;0.00;-1.50;-0.81;-1.49;0.08;
-2.72;1.98;-0.07;-1.50;2.02;-2.16;1.04;
-2.89;-0.73;-0.05;-1.50;0.32;-2.09;-1.24;
-0.68;-1.60;-0.01;-1.50;-1.48;-0.36;-1.63;
0.63;-0.04;0.01;-1.50;-1.19;0.63;0.01;
-0.16;1.36;0.01;-1.50;0.15;-0.18;1.18;
-1.70;1.19;0.01;-1.50;0.88;-1.60;1.16;
-2.34;0.07;0.01;-1.50;0.48;-2.38;0.15;
-2.13;-0.49;0.01;-1.50;0.01;-2.22;-0.41;
-1.65;-0.46;0.01;-1.50;-0.22;-1.70;-0.44;
-1.33;-0.17;0.00;-1.50;-0.20;-1.34;-0.18;
-1.29;0.08;0.00;-1.50;-0.07;-1.26;0.06;
-1.39;0.14;0.00;-1.50;0.03;-1.38;0.13;
-1.52;0.10;0.01;-1.50;0.07;-1.54;0.13;
-1.61;0.02;0.00;-1.50;0.07;-1.64;0.06;
-1.64;-0.04;0.00;-1.50;0.05;-1.68;-0.01;
-1.62;-0.07;0.00;-1.50;0.02;-1.64;-0.04;
-1.56;-0.07;-0.00;-1.50;-0.01;-1.58;-0.08;
-1.50;-0.05;-0.00;-1.50;-0.03;-1.51;-0.04;
-1.47;-0.01;-0.00;-1.50;-0.02;-1.47;-0.01;
-1.48;0.02;-0.00;-1.50;-0.00;-1.46;-0.00;
-1.48;0.01;-0.00;-1.50;-0.00;-1.47;0.02;
-1.48;0.01;-0.00;-1.50;-0.00;-1.48;0.01;
-1.50;0.02;-0.00;-1.50;0.01;-1.50;0.01;
-1.51;0.00;-0.00;-1.50;0.01;-1.50;0.01;
-1.49;-0.01;-0.00;-1.50;-0.01;-1.50;-0.01;
-1.49;0.01;-0.00;-1.50;0.00;-1.51;0.02;
-1.52;0.02;-0.00;-1.50;0.02;-1.53;0.03;
-1.54;-0.00;-0.00;-1.50;0.02;-1.55;-0.01;
-1.54;-0.02;-0.00;-1.50;0.01;-1.55;-0.01;
-1.53;-0.02;-0.00;-1.50;0.00;-1.52;-0.04;
-1.49;-0.03;-0.00;-1.50;-0.03;-1.48;-0.04;
-1.46;-0.00;-0.00;-1.50;-0.02;-1.45;0.00;
-1.46;0.02;-0.00;-1.50;-0.01;-1.45;0.01;
-1.48;0.03;-0.00;-1.50;0.01;-1.47;0.02;
-1.50;0.01;-0.00;-1.50;0.01;-1.50;0.03;
-1.51;0.01;-0.00;-1.50;0.01;-1.53;0.01;
-1.54;0.01;-0.00;-1.50;0.03;-1.56;0.03;
-1.56;-0.01;-0.00;-1.50;0.03;-1.58;0.01;
-1.56;-0.03;-0.00;-1.50;0.02;-1.57;-0.02;
-1.54;-0.03;-0.00;-1.50;0.00;-1.55;-0.02;
-1.51;-0.02;-0.01;-1.50;-0.00;-1.51;-0.04;
-1.49;-0.01;-0.01;-1.50;-0.01;-1.47;-0.02;
-1.46;-0.01;-0.00;-1.50;-0.02;-1.45;-0.00;
-1.46;0.02;-0.00;-1.50;-0.00;-1.46;0.01;
-1.49;0.03;-0.00;-1.50;0.02;-1.49;0.04;
-1.52;0.01;-0.00;-1.50;0.02;-1.51;0.00;
-1.50;-0.02;-0.00;-1.50;-0.00;-1.50;-0.02;
-1.49;-0.01;-0.00;-1.50;-0.01;-1.49;-0.00;
-1.49;0.00;-0.00;-1.50;-0.00;-1.47;-0.02;
-1.47;-0.00;-0.00;-1.50;-0.02;-1.46;-0.01;
-1.46;0.01;-0.00;-1.50;-0.01;-1.46;0.02;
-1.49;0.03;-0.00;-1.50;0.01;-1.49;0.01;
-1.51;0.02;-0.00;-1.50;0.02;-1.50;0.01;
-1.50;-0.01;-0.00;-1.50;-0.01;-1.49;-0.02;
-1.47;-0.01;-0.00;-1.50;-0.02;-1.46;-0.02;
-1.46;0.00;-0.00;-1.50;-0.02;-1.45;0.02;
-1.47;0.03;-0.00;-1.50;0.00;-1.48;0.02;
-1.51;0.03;-0.00;-1.50;0.02;-1.52;0.04;
-1.54;0.00;-0.00;-1.50;0.02;-1.55;0.02;
-1.54;-0.01;-0.00;-1.50;0.01;-1.55;-0.02;
-1.53;-0.02;-0.00;-1.50;0.00;-1.53;-0.01;
-1.51;-0.02;-0.00;-1.50;-0.01;-1.50;-0.03;
-1.48;-0.01;-0.00;-1.50;-0.01;-1.49;0.00;
-1.50;0.02;-0.00;-1.50;0.01;-1.51;0.04;
-1.53;0.01;-0.00;-1.50;0.02;-1.53;-0.00;
-1.53;-0.01;-0.00;-1.50;0.01;-1.52;-0.01;
-1.50;-0.02;-0.00;-1.50;-0.01;-1.50;-0.03;
-1.48;-0.01;-0.00;-1.50;-0.01;-1.47;-0.02;
-1.47;0.00;-0.00;-1.50;-0.01;-1.47;0.03;
-1.49;0.03;-0.00;-1.50;0.02;-1.51;0.04;
-1.54;0.02;-0.00;-1.50;0.04;-1.55;0.02;
-1.55;-0.01;-0.00;-1.50;0.02;-1.55;-0.01;
-1.52;-0.04;-0.00;-1.50;-0.01;-1.51;-0.05;
-1.48;-0.02;-0.00;-1.50;-0.02;-1.48;-0.01;
-1.47;0.01;-0.00;-1.50;-0.00;-1.48;0.01;
-1.50;0.02;-0.00;-1.50;0.02;-1.49;0.00;
